scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level
Amygdalodon,Amygdalodon,Near lizard,Herbivore,1.9194955533062894,49.55735602778178,-0.9924098427707104,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium
Juravenator,Juravenator,Vineyard lizard,unknown,13.856970618108587,,4.326310722393942,Quadrupedal,Late Cretaceous,France,Armored,1989,France,Bony armor,Low
Dinheirosaurus,Dinheirosaurus,from Dinheiro,Herbivore,25.858943775839112,16972.281042483053,5.1397847485152255,Quadrupedal,Late Jurassic (Kimmeridgian–Tithonian),Europe (Portugal),Diplodocid sauropod with long tail,1999,"Lourinhã Formation, Portugal",May be related to Supersaurus,Low
Yandusaurus,Yandusaurus hongheensis,Yandu lizard,Herbivore,3.888693330785676,,1.179568903685693,Bipedal,Middle Jurassic,China,Basal ornithopod from Sichuan,1973,"Sichuan, China",Slender limbs and long tail,Medium
Halszkaraptor,Halszkaraptor,Halszkaraptor,Carnivore,1.8837611531312912,28.812637249206247,1.0245832601199838,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2017,Mongolia,Small theropod,Small
Pachycephalosaurus,Pachycephalosaurus,Thick-headed lizard,Herbivore,4.55460947335745,,1.8359067738960375,Bipedal,Late Cretaceous,North America,"Known for thick skull, possibly for head-butting",1938,"Montana, USA",Dome-shaped skull,Medium
Nqwebasaurus,Nqwebasaurus,Almond tooth,Herbivore,10.842069663823485,,2.7746950319785064,Quadrupedal,Middle Jurassic,Argentina,Basal sauropod,1947,Argentina,Teeth shape,Low
Siamotyrannus,Siamotyrannus,Siam tyrant,Carnivore,7.204232456077699,1558.5698335740626,3.224775965660935,Bipedal,Early Cretaceous,Asia,Tyrannosauroid theropod,1996,Thailand,Large early tyrannosauroid,Medium
Argentinosaurus,Argentinosaurus,La Amarga lizard,Herbivore,37.99063419714179,75980.1033631691,-9.915341789190421,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low
Mexidracon,Mexidracon,Mexican dragon,Carnivore,5.282413251876506,2324.5194343700796,1.8108039505943279,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2019,Mexico,Medium theropod,Medium
Sinosaurus,Sinosaurus,"Chinese lizard  ",,5.795712585610566,,2.3473571675669183,Bipedal,Late Jurassic,Asia,Theropod dinosaur,1942,China,Medium predator,Medium
Thecospondylus,Thecospondylus,"Thecospondylus  ",Herbivore,2.7571492937036384,100.35351041236069,0.9195366646164101,Bipedal,Triassic,Europe,Ornithischian dinosaur,1905,UK,Small early herbivore,Medium
Styracosaurus,Styracosaurus albertensis,Spiked lizard,Herbivore,5.0093252166567765,2543.6854113830395,2.284624902001016,Quadrupedal,Late Cretaceous,North America,Ceratopsian with dramatic frill and horns,1913,Alberta Canada,Single nose horn and frill spikes,Medium
Caenagnathasia,Caenagnathasia,recent jaw from Asia,"herbivore ",0.8696233390096451,2.7457932002425562,0.5113028709245816,Bipedal,Late Cretaceous (Turonian),Asia (Uzbekistan),Tiny oviraptorosaur; among smallest known non-avian dinos,1994,"Bissekty Formation, Uzbekistan",Jaw structure similar to birds,High
Haya,Haya,named after Mongolian desert,,1.35248254634686,14.601675436616915,0.751335537796517,Bipedal,Late Cretaceous (Campanian),Asia (Mongolia),Small ornithischian dinosaur with agile build,2009,Mongolia,Fast runner with advanced jaw mechanics,Low
Kunmingosaurus,Kunmingosaurus,Kunming lizard,Herbivore,8.763206826300985,10428.11683969971,3.599037777232888,Quadrupedal,Jurassic,Asia (China),Sauropod dinosaur,1954,China,Long neck and tail,Low
Shanyangosaurus,Shanyangosaurus,Shanyang lizard,Carnivore,5.677157930607087,,2.264986482503701,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,1999,China,Medium predator,Medium
Patagopelta,Patagopelta,Patagonia shield,Herbivore,4.940122239077482,2329.4959930305727,2.6356908723116717,Bipedal,Late Cretaceous,South America,Ankylosaur dinosaur,2021,Argentina,Medium ankylosaur,Medium
Losillasaurus,Losillasaurus,Losilla lizard,Herbivore,15.112093495752529,,5.110230968856069,Quadrupedal,Late Jurassic,Europe (Spain),Sauropod dinosaur,1999,Spain,Large diplodocoid sauropod,Medium
Tambatitanis,Tambatitanis,"Tambatitan  ",Herbivore,10.853395103038306,,5.105562514073078,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,2008,Japan,Large sauropod,Medium
Gremlin,Gremlin,Gremlin,Carnivore,2.0770910334272457,47.73678284740297,0.9501480622916794,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2022,USA,Small theropod,Small
Duriavenator,Duriavenator,Dorset hunter,Carnivore,6.829305693860443,996.2524809393971,-2.8491555439024334,Bipedal,Middle Jurassic (Bathonian),Europe (England),Megalosaurid theropod based on skull material,2008,"Oxford Clay, Dorset, England",Strong jaws; formerly Megalosaurus hesperis,High
Neosodon,Neosodon,New tooth,Herbivore,9.464420349702943,10920.820087175887,4.152660837680118,Quadrupedal,Late Jurassic,Europe,Sauropod dinosaur,1870,France,Large sauropod with limited fossils,Unknown
Anchiornis,Anchiornis,Different lizard,Carnivore,11.793206194420705,1918.1569205524736,3.1775264231539695,Bipedal,Late Jurassic,North America,Pack hunter,1877,USA,Large skull,Medium
Amygdalodon,Amygdalodon,Near lizard,Herbivore,1.8745148110598762,53.19884015363957,0.9600497506871407,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium
Caenagnathus,Caenagnathus,Recent jaw,Omnivore,1.8464426172654023,21.63765443998564,0.7152773873777872,Bipedal,Late Cretaceous,North America,Theropod dinosaur,1997,USA,Small theropod,Small
Eobrontosaurus,Eobrontosaurus,Ancient thunder lizard,Herbivore,20.58891153757502,19254.444415976373 kg,5.423523807653718,Quadrupedal,Jurassic,North America,Sauropod dinosaur,2000,USA,Large sauropod,Large
Gryphoceratops,Gryphoceratops,griffin horned face,Herbivore,1.3765141281510507,23.45586568759844,0.7715688024163221,Quadrupedal,Late Cretaceous (Campanian),North America (Canada),Basal centrosaurine ceratopsian,2012,"Dinosaur Provincial Park, Alberta",Small horned dinosaur with unique frill,Low
Sefapanosaurus,Sefapanosaurus,Sefapano lizard,Herbivore,7.569721923433675,5698.860004701418,3.1345753045917357,Bipedal,Early Jurassic,Africa,Sauropod dinosaur,2013,South Africa,Medium sauropod,Medium
Pamparaptor,Pamparaptor,Pampa thief,Carnivore,1.4939403640366753,,0.8662410730009363,Bipedal,Late Cretaceous,South America,Dromaeosaurid theropod,2012,Argentina,Small feathered predator,Unknown
Saltriovenator,Saltriovenator,Saltrio hunter,Carnivore,7.610981755319314,963.7860911291834,2.8426511843477167,Bipedal,Early Jurassic,Europe,Theropod dinosaur,2014,Italy,Large early theropod,Medium
Huangshanlong,Huangshanlong,Huangshan dragon,Herbivore,21.465366112564233,23331.947524363215,7.262902832741055,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,2014,China,Large sauropod,Large
Hanssuesia,Hanssuesia,named after Hans Sues,"herbivore ",4.531652373346907,1442.3781251016126,1.3710558433599926,Quadrupedal,Late Cretaceous (Campanian),North America (Canada),Pachycephalosaurid with dome-shaped skull,1992,"Alberta, Canada","Thick domed skull, possibly used in head-butting",Low
Asilisaurus,Asilisaurus,Asili lizard,Omnivore,3.2272406122878396,100.2140268836972,0.9535029668349566,Bipedal,Triassic,Africa,Theropod dinosaur,2010,Tanzania,Small theropod,Small
Yamaceratops,Yamaceratops,Yama horned face,Herbivore,2.543102046282554,136.8014511644366,0.6557106349195935,Bipedal,Late Cretaceous,Asia,Ceratopsian dinosaur,2006,Mongolia,Small horned dinosaur,Small
Australovenator,Australovenator,southern hunter,Carnivore,6.3610519931133425,504.20463359201915,2.16282877561538,Bipedal,Cretaceous (Albian),Australia,Allosaurid-like predator; agile hunter,2009,"Winton Formation, Queensland","Sharp claws, fast runner, ""cheetah of its time""",High
Vespersaurus,Vespersaurus,Vesper lizard,,2.425348249432849,59.79579866134938,0.9397479468381706,Bipedal,Cretaceous,South America,Theropod dinosaur,2019,Argentina,Small predator,Small
Zapsalis,Zapsalis abradens,Polished shears,Carnivore,1.9890375350250173,24.04905385237451,0.7685445173874488,Bipedal,Late Cretaceous,North America,Dromaeosaurid known from teeth,1876,"Montana, USA",Distinctive curved serrated teeth,Medium
Diplotomodon,Diplotomodon,double knife tooth,Carnivore,,,,Bipedal,Cretaceous (unspecified),"North America (New Jersey, USA)",Known only from a single tooth; dubious,1868,New Jersey marl beds,Possibly fish or mosasaur misidentification,Unknown
Huadanosaurus,Huadanosaurus,Huada lizard,Herbivore,7.402762737099708,3226.4186074226973,2.4931549216280926,Bipedal,Late Cretaceous,Asia,Hadrosaur dinosaur,2013,China,Medium hadrosaur,Medium
Diplodocus,Diplodocus,Fused lizard,Herbivore,24.694256189664717,15233.034865818654,5.908732965230806,Quadrupedal,Late Cretaceous,North America,Armored,1908,Canada,Club tail,Medium
Staurikosaurus,Staurikosaurus pricei,Southern cross lizard,Carnivore,2.040952596442795,29.09279996791191,0.7383862023362358,Bipedal,Late Triassic,Brazil,Early herrerasaurid theropod,1936,Rio Grande do Sul,Balanced runner; slender body and long tail,Medium
Wiehenvenator,Wiehenvenator,Wiehen hunter,Carnivore,7.125337123124089,1120.926854353339,2.831593538909617,Bipedal,Jurassic,Europe,Theropod dinosaur,2016,Germany,Large predator,Medium
Galvesaurus,Galvesaurus,Galve lizard,Herbivore,17.078216477739065,9319.387747072586 kg,4.361982968853851,Quadrupedal,Late Jurassic (Kimmeridgian),Europe (Spain),Turiasaurs or basal macronarian sauropod,2005,"Galve region, Spain",Important for European sauropod diversity,Low
Ampelosaurus,Ampelosaurus,Near bird,Carnivore,0.48259915079863,0.4117492134891995,0.25118018498516487,Bipedal,Late Jurassic,China,Feathered,2009,China,Feathers,Medium
Ajkaceratops,Ajkaceratops,horned face from Ajka,Herbivore,1.0006448019889367,25.61081567498781,0.43231365102479047,Quadrupedal,Late Cretaceous (Santonian),Europe (Hungary),Small ceratopsian; likely low browser; island migration,2010,"Iharkút, Hungary",Beaked skull; first European ceratopsian,Low
Liaoningvenator,Liaoningvenator,Liaoning hunter,Carnivore,3.3247202217878997,146.67156228396917,1.4260566828104098,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2019,China,Small theropod,Small
Graciliceratops,Graciliceratops,Near lizard,Herbivore,1.8893567812305263,48.06017732645353,1.0957679915364662,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium
Tapuiasaurus,Tapuiasaurus,"Tapuia lizard  ",Herbivore,19.013388984582214,26994.156076365725,6.8655755520423485,Quadrupedal,Early Cretaceous,South America,Sauropod dinosaur,2011,Brazil,Large sauropod,Medium
Hesperornithoides,Hesperornithoides,Bird-like hunter,OMNIVORE,0.7954750819929949,1.0502258579574937,0.28214289702114925,Bipedal,Late Jurassic,North America,Avialan dinosaur,2019,USA,Small bird-like dinosaur,Small
Australovenator,Australovenator,southern hunter,,6.380013546529475,459.95111469882096,2.0899966875837936,Bipedal,Cretaceous (Albian),Australia,Allosaurid-like predator; agile hunter,2009,"Winton Formation, Queensland","Sharp claws, fast runner, ""cheetah of its time""",High
Lophorhothon,Lophorhothon,Near bird,Carnivore,0.534909715005619,0.3576433793001609,0.24653930908723326,Bipedal,Late Jurassic,China,Feathered,2009,China,Feathers,Medium
Saurolophus?,Saurolophus,Lizard crest,,9.56927913038544,2832.559833014256,2.729335881511464,Quadrupedal,Late Cretaceous,North America,Hadrosaur dinosaur,1912,USA,Large hadrosaur,Medium
Tangvayosaurus,Tangvayosaurus,"Tangvayo lizard  ",Herbivore,11.978744639243269,5051.747123668415,4.337054082571902,Quadrupedal,Early Cretaceous,Asia,Sauropod dinosaur,1999,Laos,Large sauropod,Medium
Unquillosaurus,Unquillosaurus,Unquillo lizard,Carnivore,4.58652269591026,432.87755628924396,1.0865464230442137,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2004,Argentina,Medium-sized theropod,Medium
Hualianceratops,Hualianceratops,Hualian horned face,carnivor,2.8331006171566435,152.65244135190565,1.0228526025692062,Bipedal,Late Cretaceous,Asia,Ceratopsian dinosaur,2015,China,Small ceratopsian,Small
Panguraptor,Panguraptor,Pangu thief,Carnivore,3.4892509590863416,287.9051357554221,1.6344766656066836,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2018,China,Small theropod,Small
Cryptosaurus,Cryptosaurus,hidden lizard,unknown,,,,Unknown,Late Jurassic (Oxfordian),Europe (England),Known only from a femur; possibly iguanodontian,1869,"Cambridge Greensand, England",Possibly a nomen dubium due to limited material,Unknown
Seismosaurus,Seismosaurus,Earthquake lizard,Herbivore,31.96641131848592,,10.091676868700734,Quadrupedal,Late Jurassic,North America,Sauropod dinosaur,1999,USA,Very large sauropod,Very large
Charonosaurus,Charonosaurus,Charon lizard,Herbivore,9.37060778129005,4035.709477535791,3.6623602806185023,Quadrupedal,Late Cretaceous (Maastrichtian),Asia (China),Lambeosaurine hadrosaur with large cranial crest,2000,"Yuliangze Formation, Heilongjiang, China",Crest similar to Parasaurolophus; large size,Medium
Anodontosaurus,Anodontosaurus,toothless lizard,Herbivore,6.591069952450072,2695.7044237094706,2.0690893255319818,Quadrupedal,Late Cretaceous (Maastrichtian),North America (Canada),Ankylosaurid with tail club and heavy armor,1929 (reclassified later),"Horseshoe Canyon Formation, Alberta",Tail club with unique structure; armored skull,Low
Minotaurasaurus,Minotaurasaurus,Minotaur lizard,carnivor,4.230989601767631,,1.8415712607279922,Quadrupedal,Late Cretaceous,Asia (China),Ankylosaurid dinosaur,2009,China,Armored dinosaur with tail club,Unknown
Liassaurus,Liassaurus,Lias lizard,Herbivore,1.8733573843445854,109.70356607771168,0.774158898397523,Bipedal,Early Jurassic,Europe,Plesiosaur genus (sometimes debated as dinosaur),1980,England,"Possible plesiosaur, uncertain",Unknown
Mexidracon,Mexidracon,Mexican dragon,Carnivore,5.099324317997219,2567.2220204761297,2.153659802239889,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2019,Mexico,Medium theropod,Medium
Kaijiangosaurus,Kaijiangosaurus,Kaijiang lizard,Carnivore,6.448785334229832,616.2835517236095,2.001985906807933,Bipedal,Late Jurassic,Asia (China),Middle-sized theropod,1992,China,Slender build and sharp claws,Medium
Diodorus,Diodorus,Diodorus lizard,Carnivore,2.3989418755073273,,1.2458703627405436,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2007,USA,Small theropod,Small
Teratophoneus,Teratophoneus,"Monster murderer  ","herbivore ",6.92011548087688,1624.9007060382808 kg,3.145584834184478,Bipedal,Late Cretaceous,North America,Tyrannosaurid theropod,2011,USA,Medium predator,Medium
Chuxiongosaurus,Chuxiongosaurus,Chuxiong lizard,Carnivore,3.628691067593269,215.77988965586235,1.6412940430132072,Bipedal,Early Jurassic (Toarcian),Asia (China),Basal theropod; early relative of Tetanurae,2010,"Fengjiahe Formation, Yunnan Province",One of earliest tetanurans in Asia,Medium
Nipponosaurus,Nipponosaurus,Different lizard,Carnivore,12.639103158571624,1828.6714715214844,3.553561389920839,Bipedal,Late Jurassic,North America,Pack hunter,1877,USA,Large skull,Medium
Mantellisaurus,Mantellisaurus,Mantell's lizard,Herbivore,5.936122071500704,1270.5198270097867,1.8718835208278968,Bipedal,Early Cretaceous,Europe,Ornithopod dinosaur,2007,UK,Medium-sized herbivore,Medium
Pachyrhinosaurus,Pachyrhinosaurus,Thick nose lizard," CARNIVORE",5.643825057757388,2573.435454519846,1.8545289654639727,Quadrupedal,Late Cretaceous,North America,Ceratopsid dinosaur known for its thick nasal boss,1946,Canada,Large ceratopsian with bony nasal lump,Medium
Titanosaurus,Titanosaurus,"Titan lizard  ",Herbivore,13.71887228934427,39232.23407457991,5.531375936456243,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,1877,India,Large sauropod,Medium
Drusilasaura,Drusilasaura,Drusila's lizard,Herbivore,21.73579688472365,13650.615203296404,4.515801885217888,Quadrupedal,Cretaceous (Cenomanian),South America (Argentina),Titanosaurian sauropod named after discoverer's wife,2008,"Santa Cruz Province, Argentina",Partial skeleton; possible basal titanosauriform,Low
Aublysodon,Aublysodon,blunt tooth," CARNIVORE",5.902550114472776,873.8837833238917,2.160846039296903,Bipedal,Late Cretaceous (Maastrichtian),North America (USA),Poorly known theropod; possibly juvenile tyrannosaur,1868,"Judith River Formation, Montana",Named from teeth only; possibly invalid genus,Unknown
Xingxiulong,Xingxiulong,Xingxiu dragon,Herbivore,7.521104739244263,3223.9981459411338,2.8937179148796766,Quadrupedal,Jurassic,Asia,Sauropod dinosaur,2014,China,Medium sauropod,Medium
Caseosaurus,Caseosaurus,Case's lizard,"herbivore ",2.104676105242872,21.644277960934684,0.7849636453664618,Bipedal,Late Triassic (Norian),"North America (Texas, USA)",Possibly an early saurischian or herrerasaurid,1998,"Tecovas Formation, Texas",Known from ilium; classification debated,Medium
Gspsaurus,Gspsaurus,GSPS lizard,Herbivore,9.861100473573597,6512.816854321373,4.3378295660262784,Quadrupedal,Late Cretaceous (Maastrichtian),Asia (China),Titanosaur sauropod with partial skeleton,2014,"Inner Mongolia, China",Shows features of derived titanosaurs,Low
Nipponosaurus,Nipponosaurus,Different lizard,Carnivore,11.433044753471101,2198.2611935804634,3.3432198370535717,Bipedal,Late Jurassic,North America,Pack hunter,1877,USA,Large skull,Medium
Epidendrosaurus,Epidendrosaurus,tree-climbing lizard,Carnivore,0.2744609948300483,0.09639873398863846 kg,0.2698593564833872,Bipedal,Late Jurassic (Oxfordian),Asia (China),Early avialan with long fingers for climbing,2002,"Tiaojishan Formation, Liaoning",Reassigned to Scansoriopteryx; climbing adaptations,High
Scutellosaurus,Scutellosaurus lawleri,Little shielded lizard,Herbivore,1.0850180554795767,9.98194430890719,0.5393114447417585,Bipedal,Early Jurassic (Sinemurian–Pliensbachian),USA (Arizona),Lightly armored early thyreophoran with leaf?shaped teeth,1981,USA,Over 300 bony scutes; one of the most primitive armored dinosaurs,Tiny
Anchiornis,Anchiornis,Different lizard,Carnivore,12.733444398185412,1836.2063280839884 kg,3.4400037430352497,Bipedal,Late Jurassic,North America,Pack hunter,1877,USA,Large skull,Medium
Stegosaurides,Stegosaurides,"Stegosaur-like  ",Herbivore,6.725016356735653,3107.186228082951 kg,3.1970078658567855,Quadrupedal,Cretaceous,Asia,Possible stegosaurian,Unknown,China,Uncertain classification,Unknown
Huallasaurus,Huallasaurus,Hualla lizard,Herbivore,6.892461693520877,3844.1050756150435,2.288492173174894,Bipedal,Late Cretaceous,South America,Hadrosaur dinosaur,2018,Argentina,Medium hadrosaur,Medium
Vallibonavenatrix,Vallibonavenatrix,Vallibona hunter,,6.299615337149672,589.4935154403558,1.5868997452446885,Bipedal,Late Cretaceous,Europe,Theropod dinosaur,2017,Spain,Large predator,Large
Fulgurotherium,Fulgurotherium,lightning beast,Herbivore,1.140942839146751,,0.7889052886376421,Bipedal,Late Cretaceous (Cenomanian),Australia (New South Wales),Possibly a basal ornithopod,1932,"Lightning Ridge, Australia",Known from limited remains; debated identity,Unknown
Tatisaurus,Tatisaurus,"Tati lizard  ",Herbivore,2.063239313939354,51.43002789283351,0.9901759277444528,Bipedal,Early Jurassic,Asia,Ornithischian dinosaur,1985,China,Small herbivore,Medium
Tianzhenosaurus,Tianzhenosaurus,"Tianzhen lizard  ",Herbivore,5.759118039156008,1581.0851479928504,2.536143226777536,Quadrupedal,Late Cretaceous,Asia,Ankylosaurid dinosaur,1983,China,Medium armored dinosaur,Medium
Lingyuanosaurus,Lingyuanosaurus,Lingyuan lizard,Herbivore,7.590224618234383,3774.243863145816,-2.6422560803197523,Bipedal,Late Jurassic,Asia,Ornithischian dinosaur,2009,China,Medium ornithischian,Medium
Alioramus,Alioramus,La Amarga lizard,Herbivore,9.853824607037435,2373.0772999448664,3.7895068188558736,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low
Ibirania,Ibirania,Ibirania,unknown,7.562167435742591,,-2.375846555797962,Bipedal,Late Cretaceous,South America,Titanosaur dinosaur,2022,Brazil,Large titanosaur,Large
Aristosuchus,Aristosuchus,noble crocodile,Carnivore,2.1724469533052133,27.76095289948386,0.7981235525068032,Bipedal,Early Cretaceous (Barremian),Europe (England),Small coelurosaur theropod,1876,"Wessex Formation, Isle of Wight",Lightweight build; possibly related to Compsognathus,Medium
Changmiania,Changmiania,Changmian lizard,Herbivore,1.2389535617279828,10.822842516585796,0.2992699472616712,Bipedal,Early Cretaceous,Asia,Ornithopod dinosaur,2019,China,Small ornithopod,Small
Protiguanodon,Protiguanodon,First Iguanodon,Herbivore,3.880568371477235,,1.954500301661266,Bipedal,Late Cretaceous,Europe,Iguanodontid dinosaur,2001,Spain,Medium-sized herbivore,Medium
Pachycephalosaurus,Pachycephalosaurus,Thick-headed lizard,Herbivore,4.473836526087154,465.6497476886402,1.8857399593258577,Bipedal,Late Cretaceous,North America,"Known for thick skull, possibly for head-butting",1938,"Montana, USA",Dome-shaped skull,Medium
Unescoceratops,Unescoceratops,UNESCO horned face,Herbivore,2.1491179240065765,156.66719264574127,0.5154946537261871,Bipedal,Late Cretaceous,North America,Ceratopsian dinosaur,2013,Canada,Small horned dinosaur,Small
Daliansaurus,Daliansaurus,Dalian lizard,Carnivore,1.1488129199104133,16.011283609047336,0.5297899378666147,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2015,China,Small theropod,Small
Brasilotitan,Brasilotitan,Brazil titan,Herbivore,13.519490034297712,9382.931338505497,4.726381540219697,Quadrupedal,Late Cretaceous (Maastrichtian),South America (Brazil),Titanosaurid sauropod with unique vertebrae,2013,"Adamantina Formation, São Paulo",Possesses notched jaw and distinct vertebrae features,Low
Dracopelta,Dracopelta,dragon shield,Herbivore,3.0850381950756445,381.315337464995,1.2392381001084856,Quadrupedal,Late Jurassic (Kimmeridgian),Europe (Portugal),Armored ankylosaurian with limited fossil material,1980,"Lourinhã Formation, Portugal",Early armored dinosaur; small size,Low
Camelotia,Camelotia,from Camelot,"herbivore ",10.142938929078609,1894.1192051061498,3.667387591015591,Quadrupedal,Late Triassic (Rhaetian),Europe (England),Basal sauropodomorph; long neck and tail,1888,"Westbury Formation, England",Among largest Triassic herbivores in Europe,Low
Hypsibema,Hypsibema,high step,Herbivore,11.320887127741354,,4.410308127299809,Bipedal/Quadrupedal,Late Cretaceous,North America,Late-surviving hadrosaurid,1856,USA,Large hadrosaur with strong limbs,Low
Bagaceratops,Bagaceratops,Alvarez's lizard,Carnivore,1.04798791919835,21.941340758120756,0.5087954595779131,Bipedal,Late Cretaceous,Argentina,Small predator,1991,Argentina,Tiny arms,Medium
Therosaurus,Therosaurus,"Beast lizard  ",,5.125901627569554,304.3947028011612,1.4190469767414653,Bipedal,Late Cretaceous,Europe,Theropod dinosaur,1998,France,Medium predator,Medium
Quetecsaurus,Quetecsaurus,Quetec lizard,Herbivore,10.340682728335924,,3.197793819143337,Quadrupedal,Late Cretaceous,North America,Sauropod dinosaur,2016,Mexico,Large sauropod,Medium
Lutungutali,Lutungutali,Lutungutali,Herbivore,0.9236955253574799,51.82567917389728,0.5489070236970353,Bipedal,Early Triassic,Africa,Pre-dinosaur reptile,2010,Tanzania,Small reptile,Small
Mierasaurus,Mierasaurus,Miera lizard,Herbivore,7.045854970189943,3292.031925564214,2.696986026751991,Bipedal,Early Cretaceous,North America,Sauropod dinosaur,2018,USA,Medium sauropod,Medium
Hadrosaurinae,Hadrosaurinae,hadrosaur subgroup,Herbivore,7.776856753463502,4232.609351606907,2.854868380514313,Quadrupedal/Bipedal,Late Cretaceous,Global,"Subfamily of hadrosaurid dinosaurs, typically lacking crests",Various,Global,Well-known for solid skulls and robust bodies,Low
Daxiatitan,Daxiatitan,Daxia giant,Herbivore,29.714317648874687,28608.56910576642 kg,7.4706433113612185,Quadrupedal,Early Cretaceous (Barremian),Asia (China),Titanosauriform sauropod,2008,"Hekou Group, Gansu Province",One of the longest sauropods from Asia,Low
Dravidosaurus,Dravidosaurus,Dravido lizard,Herbivore,4.554687038275915,1943.9370204508027,1.9851702643412157,Quadrupedal,Late Cretaceous,Asia,Stegosaur dinosaur,1986,India,Medium stegosaur,Medium
Alioramus,Alioramus,La Amarga lizard,Herbivore,10.180893864637513,2490.150428497703,3.2010672542523135,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low
Sonorasaurus,Sonorasaurus,"Sonora lizard  ",Herbivore,10.66988780525717,10000000.0,4.249414637348427,Quadrupedal,Late Cretaceous,North America,Hadrosaurid dinosaur,1998,USA,Large hadrosaur,Medium
Tawa,Tawa,"Tawa (mythological bird)  ",Carnivore,2.7125889080552312,21.406014406760402,1.0341327392717696,Bipedal,Late Triassic,North America,Theropod dinosaur,2009,USA,Small predator,Medium
Qinlingosaurus,Qinlingosaurus,Qinling lizard,Herbivore,9.858002924938129,4949.169834808185,3.661720457248734,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,1997,China,Large herbivore,Medium
Lesothosaurus,Lesothosaurus,Sand lizard,Herbivore,1.9277896259890566,12.287116773424279,0.8394785869603973,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Dracorex,Dracorex,Different lizard,Carnivore,12.487227591949505,1943.8168876264501,3.3462847511904794,Bipedal,Late Jurassic,North America,Pack hunter,1877,USA,Large skull,Medium
Coahuilasaurus,Coahuilasaurus,Coahuila lizard,Herbivore,7.227374446332993,3599.8089276628984,2.663319724375141,Quadrupedal,Late Cretaceous,North America,Sauropod dinosaur,1994,Mexico,Medium sauropod,Medium
Moros,Moros,Doom,OMNIVORE,3.213233478666689,,1.0118213803857956,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2019,USA,Small tyrannosauroid,Medium
Eotrachodon,Eotrachodon,dawn rough tooth,Herbivore,8.318219482389653,2266.1755104115646,3.45209200627427,Bipedal/Quadrupedal,Late Cretaceous (Santonian),"North America (Alabama, USA)",Early hadrosaurid with primitive jaw features,2016,"Poorhouse Creek, Alabama",Important for early hadrosaurid evolution,Medium
Sciurumimus,Sciurumimus,Squirrel mimic,Carnivore,1.9313245096160654,15.802337449516099,0.6420413014432004,Bipedal,Late Jurassic,Europe,Theropod dinosaur,2012,Germany,Small feathered predator,Medium
Aquilarhinus,Aquilarhinus,eagle snout,carnivor,6.211449911811346,3196.1076434413803,2.572041103244497,Quadrupedal,Late Cretaceous (Campanian),"North America (Texas, USA)",Primitive hadrosaur with unique curved beak,2019,"Blufftown Formation, Texas",Beak resembles eagle's; may clarify hadrosaur origins,Medium
Mexidracon,Mexidracon,Mexican dragon,Carnivore,5.214615185518855,2747.430890655911,1.922722690128437,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2019,Mexico,Medium theropod,Medium
Genyodectes,Genyodectes,jaw biter,Carnivore,5.831705717395149,,2.4500033599441475,Bipedal,Early Cretaceous (Aptian),South America (Argentina),"Early ceratosaur with large, curved teeth",1901,"Cerro Barcino Formation, Argentina",Second theropod named from South America,Medium
Suuwassea,Suuwassea,"Suuwassea  ",Herbivore,8.669640240341561,3711.601229372233,3.0605036202512648,Quadrupedal,Late Jurassic,North America,Sauropod dinosaur,2004,USA,Medium sauropod,Medium
Amazonsaurus,Amazonsaurus,Amazon lizard,Herbivore,12.839743114876885,4730.194920324449,3.700777414478988,Quadrupedal,Early Cretaceous (Aptian),South America (Brazil),Basal rebbachisaurid sauropod from Amazon Basin,2003,"Itapecuru Formation, Brazil",Lightweight build; early diplodocoid features,Low
